protein_id	gene_symbol	mol_weight_kd	mol_weight
OLFR492	Olfr492	34.716351500000016	34716.35150000002	normal
COA7	Coa7	25.616740099999987	25616.740099999988	normal
PAWR	Pawr	35.9080271	35908.0271	normal
PAWR	Pawr	30.94380890000002	30943.80890000002	normal
CYP46A1	Cyp46a1	56.81339330000011	56813.393300000105	normal
GPX1	Gpx1	22.178990900000002	22178.9909	normal
GPX1	Gpx1	16.353405699999982	16353.405699999981	normal
GPX1	Gpx1	16.48251969999998	16482.51969999998	normal
OLFR493	Olfr493	34.95288500000003	34952.88500000003	normal
USP4	Usp4	108.34163430000085	108341.63430000085	normal
USP4	Usp4	103.72170850000076	103721.70850000076	normal
MYBPHL	Mybphl	38.75982600000001	38759.82600000001	normal
OLFR494	Olfr494	34.65750420000003	34657.504200000025	normal
GM42517	Gm42517	38.88310390000005	38883.10390000005	normal
OLFR494	Olfr494	34.65750420000003	34657.504200000025	normal
SHISAL2A	Shisal2a	20.105645299999985	20105.645299999986	normal
PSRC1	Psrc1	34.706070100000034	34706.07010000003	normal
PSRC1	Psrc1	34.706070100000034	34706.07010000003	normal
PDE6B	Pde6b	98.53393060000055	98533.93060000055	normal
CELSR2	Celsr2	316.98280490000184	316982.80490000185	normal
1700102P08RIK	1700102P08Rik	18.668963499999993	18668.963499999994	normal
1700102P08RIK	1700102P08Rik	28.43565930000002	28435.659300000018	normal
OLFR495	Olfr495	36.873007500000014	36873.007500000014	normal
OLFR495	Olfr495	36.873007500000014	36873.007500000014	normal
APOH	Apoh	38.618458600000025	38618.45860000003	normal
GPX7	Gpx7	21.060813700000004	21060.813700000002	normal
GPX7	Gpx7	6.3602397999999996	6360.239799999999	normal
CCDC36	Ccdc36	63.338897800000254	63338.89780000025	normal
EML1	Eml1	86.41024050000043	86410.24050000042	normal
EML1	Eml1	88.32649880000044	88326.49880000044	normal
OLFR497	Olfr497	34.96914380000002	34969.14380000002	normal
OLFR497	Olfr497	34.96914380000002	34969.14380000002	normal
EML1	Eml1	89.67860350000046	89678.60350000046	normal
SARS	Sars	58.38804140000006	58388.04140000006	normal
CEP112	Cep112	117.90319370000046	117903.19370000045	normal
CEP112	Cep112	112.67429680000043	112674.29680000043	normal
CEP112	Cep112	112.67429680000043	112674.29680000043	normal
CEP112	Cep112	107.74864470000038	107748.64470000038	normal
SARS	Sars	61.16632050000011	61166.32050000011	normal
ATP5K	Atp5k	8.235501099999993	8235.501099999994	normal
ATP5K	Atp5k	4.227987400000001	4227.987400000001	normal
BC048562	BC048562	23.281136900000003	23281.136900000005	normal
MFSD7A	Mfsd7a	54.64544860000012	54645.44860000012	normal
KLHDC8B	Klhdc8b	37.59182020000004	37591.820200000046	normal
KLHDC8B	Klhdc8b	37.59182020000004	37591.820200000046	normal
KLHDC8B	Klhdc8b	32.55909000000002	32559.090000000022	normal
KLHDC8B	Klhdc8b	37.59182020000004	37591.820200000046	normal
5330417C22RIK	5330417C22Rik	111.18146970000092	111181.46970000092	normal
5330417C22RIK	5330417C22Rik	100.0261118000008	100026.1118000008	normal
TUT4	Tut4	184.64749150000046	184647.49150000047	normal
TUT4	Tut4	185.12405720000046	185124.05720000048	normal
CCDC71	Ccdc71	46.009052300000036	46009.05230000004	normal
PCGF3	Pcgf3	20.842381100000008	20842.38110000001	normal
PCGF3	Pcgf3	28.046124100000057	28046.124100000055	normal
CCDC71	Ccdc71	46.009052300000036	46009.05230000004	normal
OLFR498	Olfr498	36.8878664	36887.8664	normal
LAMB2	Lamb2	196.57717540000036	196577.17540000036	normal
USP19	Usp19	150.54676110000017	150546.76110000018	normal
USP19	Usp19	143.45051010000032	143450.5101000003	normal
USP19	Usp19	146.2807873000003	146280.7873000003	normal
USP19	Usp19	146.28083040000027	146280.83040000027	normal
USP19	Usp19	146.4089596000003	146408.9596000003	normal
SYT1	Syt1	47.4174341	47417.4341	normal
SYT1	Syt1	47.4174341	47417.4341	normal
QARS	Qars	87.67552390000031	87675.52390000032	normal
QARS	Qars	85.0535166000003	85053.5166000003	normal
QRICH1	Qrich1	66.45867300000026	66458.67300000026	normal
QRICH1	Qrich1	86.52769220000044	86527.69220000044	normal
QRICH1	Qrich1	86.52769220000044	86527.69220000044	normal
QRICH1	Qrich1	29.54091670000003	29540.916700000027	normal
CPLX1	Cplx1	15.121947799999981	15121.947799999982	normal
OLFR502	Olfr502	34.54941100000002	34549.41100000002	normal
OLFR502	Olfr502	34.54941100000002	34549.41100000002	normal
1700013F07RIK	1700013F07Rik	18.93084829999999	18930.84829999999	normal
OLFR503	Olfr503	36.13283950000007	36132.83950000007	normal
OLFR503	Olfr503	35.90251250000006	35902.512500000055	normal
EVL	Evl	42.12243400000003	42122.43400000003	normal
EVL	Evl	44.33687160000006	44336.87160000006	normal
TMEM167B	Tmem167b	13.241255199999985	13241.255199999985	normal
TMEM167B	Tmem167b	8.3080937	8308.093700000001	normal
IMPDH2	Impdh2	55.81440720000011	55814.40720000011	normal
OLFR504	Olfr504	35.57703450000004	35577.03450000004	normal
PRPF38A	Prpf38a	37.43614420000011	37436.144200000104	normal
NDUFAF3	Ndufaf3	20.733484599999993	20733.484599999992	normal
GAK	Gak	143.66882580000032	143668.8258000003	normal
DALRD3	Dalrd3	58.73233300000015	58732.33300000015	normal
TAF13	Taf13	14.286904499999983	14286.904499999982	normal
WDR6	Wdr6	121.89639830000053	121896.39830000052	normal
P4HTM	P4htm	57.04879420000011	57048.79420000011	normal
ORC1	Orc1	95.10189480000058	95101.89480000058	normal
P4HTM	P4htm	25.12651600000001	25126.51600000001	normal
WDR47	Wdr47	102.31125060000072	102311.25060000071	normal
ARIH2	Arih2	57.69622300000005	57696.223000000056	normal
EVL	Evl	42.89326130000004	42893.26130000004	normal
OLFR506	Olfr506	34.93288840000003	34932.88840000003	normal
OLFR506	Olfr506	34.93288840000003	34932.88840000003	normal
CC2D1B	Cc2d1b	93.09016080000056	93090.16080000057	normal
OLFR507	Olfr507	34.823630500000036	34823.630500000036	normal
TMEM175	Tmem175	25.847130000000007	25847.13000000001	normal
TMEM175	Tmem175	55.577457500000165	55577.457500000164	normal
OLFR508	Olfr508	34.35940700000003	34359.407000000036	normal
TMEM175	Tmem175	55.577457500000165	55577.457500000164	normal
TMEM175	Tmem175	55.577457500000165	55577.457500000164	normal
EVL	Evl	42.94529830000007	42945.29830000007	normal
ZFYVE9	Zfyve9	152.4151916000004	152415.1916000004	normal
ZFYVE9	Zfyve9	146.33043190000055	146330.43190000055	normal
ZFYVE9	Zfyve9	77.5382472000003	77538.2472000003	normal
OLFR509	Olfr509	36.281979000000014	36281.979000000014	normal
OLFR509	Olfr509	36.281979000000014	36281.979000000014	normal
OLFR509	Olfr509	36.281979000000014	36281.979000000014	normal
OLFR509	Olfr509	36.281979000000014	36281.979000000014	normal
DGKQ	Dgkq	102.25299990000065	102252.99990000065	normal
CLCC1	Clcc1	60.620556200000166	60620.55620000017	normal
CLCC1	Clcc1	60.620556200000166	60620.55620000017	normal
CLCC1	Clcc1	61.239347200000196	61239.34720000019	normal
PDE4D	Pde4d	84.56166450000035	84561.66450000035	normal
IDUA	Idua	72.23360520000028	72233.60520000028	normal
BHLHE40	Bhlhe40	45.36033720000004	45360.33720000004	normal
BHLHE40	Bhlhe40	14.937216899999974	14937.216899999974	normal
SLC25A20	Slc25a20	33.02637670000001	33026.37670000001	normal
OLFR510	Olfr510	34.88293740000003	34882.93740000003	normal
OLFR510	Olfr510	34.88293740000003	34882.93740000003	normal
OLFR510	Olfr510	34.88293740000003	34882.93740000003	normal
OLFR510	Olfr510	34.88293740000003	34882.93740000003	normal
IDUA	Idua	72.23360520000028	72233.60520000028	normal
IDUA	Idua	66.92968800000025	66929.68800000026	normal
SLC26A1	Slc26a1	75.7868472000005	75786.8472000005	normal
SLC26A1	Slc26a1	77.69600000000054	77696.00000000054	normal
SLC26A1	Slc26a1	75.7868472000005	75786.8472000005	normal
GPSM2	Gpsm2	75.59036360000033	75590.36360000033	normal
CEP112	Cep112	17.896030900000003	17896.0309	normal
CEP112	Cep112	20.3287616	20328.7616	normal
CEP112	Cep112	12.058562099999989	12058.562099999988	normal
DEGS2	Degs2	33.01995350000002	33019.95350000002	normal
DEGS2	Degs2	37.49018100000003	37490.181000000026	normal
PRKAR2A	Prkar2a	45.588851900000044	45588.851900000045	normal
PRKAR2A	Prkar2a	43.165136500000045	43165.136500000044	normal
FGFRL1	Fgfrl1	46.98019990000004	46980.199900000036	normal
FGFRL1	Fgfrl1	57.0127947000001	57012.7947000001	normal
GM5136	Gm5136	33.07865210000004	33078.65210000004	normal
OLFR512	Olfr512	36.12182250000001	36121.82250000001	normal
OLFR512	Olfr512	37.43732120000002	37437.32120000002	normal
ZFHX3	Zfhx3	406.10108520000546	406101.08520000544	normal
3110021N24RIK	3110021N24Rik	14.889411199999977	14889.411199999977	normal
RNF212	Rnf212	10.685137999999991	10685.137999999992	normal
RNF212	Rnf212	33.89750500000003	33897.505000000034	normal
RNF212	Rnf212	10.274630299999993	10274.630299999993	normal
BRWD3	Brwd3	202.93921809999924	202939.21809999924	normal
AKNAD1	Aknad1	75.42027600000029	75420.27600000029	normal
OLFR513	Olfr513	34.89511130000003	34895.11130000003	normal
OLFR513	Olfr513	34.89511130000003	34895.11130000003	normal
TMED11	Tmed11	24.84202430000002	24842.02430000002	normal
ARL8B	Arl8b	21.53878040000002	21538.78040000002	normal
IP6K2	Ip6k2	11.219874699999991	11219.874699999991	normal
IP6K2	Ip6k2	46.51517820000007	46515.178200000075	normal
IP6K2	Ip6k2	12.35730049999998	12357.30049999998	normal
VMN2R8	Vmn2r8	65.74797970000019	65747.97970000019	normal
VMN2R8	Vmn2r8	94.6476964000007	94647.6964000007	normal
VMN2R8	Vmn2r8	63.20620670000019	63206.206700000184	normal
VMN2R8	Vmn2r8	97.1894694000007	97189.4694000007	normal
YY1	Yy1	44.71610230000001	44716.10230000001	normal
STXBP3	Stxbp3	67.94173800000023	67941.73800000023	normal
ARL8B	Arl8b	15.98541549999999	15985.41549999999	normal
IP6K2	Ip6k2	51.64293830000014	51642.93830000014	normal
IP6K2	Ip6k2	14.284600599999978	14284.600599999978	normal
NCKIPSD	Nckipsd	78.57153220000033	78571.53220000034	normal
NCKIPSD	Nckipsd	8.655992799999996	8655.992799999996	normal
BTF3L4	Btf3l4	17.270326299999986	17270.326299999986	normal
BTF3L4	Btf3l4	17.270326299999986	17270.326299999986	normal
BTF3L4	Btf3l4	17.270326299999986	17270.326299999986	normal
BTF3L4	Btf3l4	17.270326299999986	17270.326299999986	normal
BRWD3	Brwd3	20.156124399999985	20156.124399999986	normal
STXBP3	Stxbp3	17.050909799999985	17050.909799999987	normal
OLFR514	Olfr514	34.62997800000001	34629.97800000001	normal
STXBP3	Stxbp3	11.805881499999986	11805.881499999985	normal
SLC25A29	Slc25a29	32.67149790000005	32671.497900000046	normal
CELSR3	Celsr3	358.47360800000286	358473.60800000286	normal
CELSR3	Celsr3	359.30050880000294	359300.5088000029	normal
EDEM1	Edem1	73.7000344000002	73700.03440000021	normal
TXNDC12	Txndc12	19.048336599999985	19048.336599999984	normal
VMN2R9	Vmn2r9	97.00995260000072	97009.95260000072	normal
VMN2R9	Vmn2r9	94.50824680000072	94508.24680000072	normal
OLFR516	Olfr516	35.65600970000002	35656.00970000002	normal
OLFR516	Olfr516	35.65600970000002	35656.00970000002	normal
OLFR516	Olfr516	35.65600970000002	35656.00970000002	normal
KTI12	Kti12	38.44416760000003	38444.16760000003	normal
SLC25A47	Slc25a47	33.6456389	33645.6389	normal
SLC25A47	Slc25a47	23.853108399999996	23853.108399999997	normal
FNDC7	Fndc7	78.22468720000053	78224.68720000052	normal
FNDC7	Fndc7	78.14060390000053	78140.60390000053	normal
FNDC7	Fndc7	69.35206730000037	69352.06730000037	normal
WARS	Wars	53.640453600000136	53640.45360000014	normal
WARS	Wars	53.640453600000136	53640.45360000014	normal
WARS	Wars	54.357278300000154	54357.27830000015	normal
PDE4D	Pde4d	84.56166450000035	84561.66450000035	normal
OLFR517	Olfr517	35.365624500000024	35365.62450000003	normal
OLFR517	Olfr517	35.365624500000024	35365.62450000003	normal
RAB3B	Rab3b	24.756680700000008	24756.680700000008	normal
RAB3B	Rab3b	25.942120100000007	25942.120100000007	normal
OLFR518	Olfr518	37.29794780000003	37297.94780000003	normal
OLFR518	Olfr518	37.29794780000003	37297.94780000003	normal
RAB3B	Rab3b	24.756680700000008	24756.680700000008	normal
OLFR519	Olfr519	35.52907730000002	35529.07730000002	normal
WDR25	Wdr25	58.479444600000186	58479.444600000184	normal
WDR25	Wdr25	58.479444600000186	58479.444600000184	normal
PRPF38B	Prpf38b	63.752138600000265	63752.13860000027	normal
SLITRK1	Slitrk1	77.81615540000024	77816.15540000024	normal
TMEM89	Tmem89	18.597549499999992	18597.549499999994	normal
TMEM89	Tmem89	15.334222499999992	15334.222499999993	normal
AXIN2	Axin2	92.90454240000066	92904.54240000066	normal
NLRP10	Nlrp10	76.36633870000041	76366.33870000041	normal
AXIN2	Axin2	86.08814310000054	86088.14310000054	normal
EIF3F	Eif3f	37.983833600000054	37983.833600000056	normal
UQCRC1	Uqcrc1	52.851167500000095	52851.1675000001	normal
HENMT1	Henmt1	44.92001130000004	44920.01130000004	normal
HENMT1	Henmt1	29.559613100000004	29559.613100000002	normal
HENMT1	Henmt1	44.92001130000004	44920.01130000004	normal
HENMT1	Henmt1	39.80512750000004	39805.12750000004	normal
COL7A1	Col7a1	295.22872360000395	295228.7236000039	normal
COL7A1	Col7a1	295.22872360000395	295228.7236000039	normal
FAM102B	Fam102b	36.51330470000006	36513.304700000066	normal
FAM102B	Fam102b	40.19276460000009	40192.76460000009	normal
UCN2	Ucn2	12.310114499999981	12310.114499999981	normal
VMN2R10	Vmn2r10	96.45256740000065	96452.56740000064	normal
VMN2R10	Vmn2r10	65.07633970000018	65076.33970000017	normal
PFKFB4	Pfkfb4	54.066146300000035	54066.14630000004	normal
PFKFB4	Pfkfb4	52.39301060000003	52393.01060000003	normal
NRD1	Nrd1	132.88967730000044	132889.67730000045	normal
NRD1	Nrd1	127.77199980000054	127771.99980000054	normal
NRD1	Nrd1	140.61825160000038	140618.25160000037	normal
HMGN5	Hmgn5	45.34313420000004	45343.13420000004	normal
TUB	Tub	55.36126260000002	55361.26260000002	normal
TUB	Tub	49.85907610000005	49859.07610000005	normal
WDR25	Wdr25	20.4670641	20467.064100000003	normal
BEGAIN	Begain	89.01546540000078	89015.46540000077	normal
BEGAIN	Begain	67.37579130000043	67375.79130000043	normal
BEGAIN	Begain	66.56672530000043	66566.72530000043	normal
BEGAIN	Begain	65.30845000000036	65308.45000000037	normal
RIC3	Ric3	40.282595300000075	40282.59530000007	normal
RIC3	Ric3	40.19551800000007	40195.51800000007	normal
SHISA5	Shisa5	25.60423169999998	25604.23169999998	normal
SHISA5	Shisa5	25.517154399999978	25517.154399999978	normal
SHISA5	Shisa5	18.05652149999998	18056.52149999998	normal
VMN2R11	Vmn2r11	98.74937580000073	98749.37580000074	normal
SHISA5	Shisa5	14.291463499999987	14291.463499999987	normal
SHISA5	Shisa5	18.64234679999998	18642.34679999998	normal
SHISA5	Shisa5	14.291463499999987	14291.463499999987	normal
SHISA5	Shisa5	14.291463499999987	14291.463499999987	normal
SHISA5	Shisa5	14.204386199999986	14204.386199999986	normal
TREX1	Trex1	33.675081000000006	33675.081000000006	normal
TREX1	Trex1	33.675081000000006	33675.081000000006	normal
ATRIP	Atrip	85.54658340000047	85546.58340000047	normal
ATRIP	Atrip	82.77038990000045	82770.38990000045	normal
OSBPL9	Osbpl9	71.52659210000027	71526.59210000027	normal
OSBPL9	Osbpl9	84.19694490000063	84196.94490000063	normal
OSBPL9	Osbpl9	70.14720340000024	70147.20340000023	normal
OSBPL9	Osbpl9	81.09004020000059	81090.04020000059	normal
OSBPL9	Osbpl9	83.10848140000063	83108.48140000063	normal
OSBPL9	Osbpl9	81.7290927000006	81729.0927000006	normal
OSBPL9	Osbpl9	73.90343670000036	73903.43670000035	normal
TMA7	Tma7	4.583157300000001	4583.157300000001	normal
TMA7	Tma7	7.066215500000001	7066.215500000001	normal
SLC25A54	Slc25a54	53.348988399999975	53348.98839999997	normal
CCDC51	Ccdc51	45.131977900000116	45131.977900000114	normal
VMN2R12	Vmn2r12	94.69319500000061	94693.19500000062	normal
METTL15	Mettl15	45.28142290000004	45281.42290000004	normal
SH3BGRL	Sh3bgrl	12.811108499999984	12811.108499999984	normal
PLXNB1	Plxnb1	231.37374539999902	231373.74539999902	normal
PDE4D	Pde4d	90.7575822000004	90757.5822000004	normal
SLC25A24	Slc25a24	52.901346299999986	52901.34629999998	normal
LMO1	Lmo1	17.804700099999984	17804.700099999984	normal
LMO1	Lmo1	17.67346099999999	17673.46099999999	normal
LMO1	Lmo1	16.58926089999998	16589.260899999983	normal
E030025P04RIK	E030025P04Rik	21.394048599999984	21394.048599999984	normal
FBXW21	Fbxw21	54.45158280000008	54451.582800000084	normal
FBXW21	Fbxw21	50.44682870000008	50446.828700000086	normal
VMN2R13	Vmn2r13	94.1404922000006	94140.49220000059	normal
FBXW13	Fbxw13	53.957635600000096	53957.635600000096	normal
GM6377	Gm6377	34.380672400000066	34380.67240000007	normal
VMN2R14	Vmn2r14	96.18320460000066	96183.20460000067	normal
FBXW20	Fbxw20	53.973262900000094	53973.262900000096	normal
RGS9	Rgs9	76.97718220000043	76977.18220000043	normal
RGS9	Rgs9	50.126714800000144	50126.71480000015	normal
CALR4	Calr4	37.06538120000006	37065.38120000006	normal
RGS9	Rgs9	56.9397899000001	56939.7899000001	normal
CALR4	Calr4	37.06538120000006	37065.38120000006	normal
CALR4	Calr4	37.06538120000006	37065.38120000006	normal
CALR4	Calr4	49.44703920000006	49447.039200000065	normal
RGS9	Rgs9	27.48016670000003	27480.16670000003	normal
FBXW14	Fbxw14	54.258424400000045	54258.42440000005	normal
FBXW14	Fbxw14	48.08128860000003	48081.28860000003	normal
STK33	Stk33	54.45811690000012	54458.116900000125	normal
STK33	Stk33	54.45811690000012	54458.116900000125	normal
STK33	Stk33	54.45811690000012	54458.116900000125	normal
STK33	Stk33	10.60951109999999	10609.51109999999	normal
STK33	Stk33	41.15432020000009	41154.3202000001	normal
EPS15	Eps15	98.46982550000071	98469.8255000007	normal
EPS15	Eps15	102.22810930000067	102228.10930000067	normal
EPS15	Eps15	83.59310770000057	83593.10770000058	normal
KIF18A	Kif18a	100.93391780000047	100933.91780000048	normal
VMN2R15	Vmn2r15	97.18795230000066	97187.95230000066	normal
VMN2R15	Vmn2r15	96.19873550000065	96198.73550000065	normal
VMN2R15	Vmn2r15	66.83567700000016	66835.67700000016	normal
VMN2R15	Vmn2r15	96.12765760000065	96127.65760000065	normal
FBXW28	Fbxw28	52.75749200000007	52757.49200000007	normal
FBXW28	Fbxw28	54.307561300000046	54307.561300000045	normal
FBXW28	Fbxw28	48.13042550000003	48130.42550000003	normal
VMN2R16	Vmn2r16	97.0006344000006	97000.6344000006	normal
VMN2R16	Vmn2r16	102.26037670000069	102260.37670000069	normal
VAV3	Vav3	97.96680160000048	97966.80160000049	normal
EPS15	Eps15	64.31200950000039	64312.009500000386	normal
GNA13	Gna13	44.05410410000004	44054.10410000004	normal
GNA13	Gna13	19.936843599999985	19936.843599999986	normal
FBXW22	Fbxw22	53.997204200000034	53997.20420000004	normal
TTC39A	Ttc39a	65.63293620000013	65632.93620000013	normal
TTC39A	Ttc39a	20.808343599999986	20808.343599999986	normal
9930022D16RIK	9930022D16Rik	14.280104099999978	14280.104099999979	normal
TTC39A	Ttc39a	66.12553110000016	66125.53110000015	normal
VMN2R17	Vmn2r17	87.54458600000056	87544.58600000056	normal
VMN2R17	Vmn2r17	55.06410090000004	55064.10090000004	normal
VMN2R17	Vmn2r17	87.47350810000056	87473.50810000056	normal
VMN2R17	Vmn2r17	97.10256870000065	97102.56870000064	normal
VMN2R17	Vmn2r17	64.62208360000012	64622.08360000013	normal
VMN2R17	Vmn2r17	97.03149080000064	97031.49080000064	normal
AMZ2	Amz2	41.78637420000002	41786.37420000002	normal
AMZ2	Amz2	37.24616890000002	37246.16890000002	normal
AMZ2	Amz2	41.78637420000002	41786.37420000002	normal
AMZ2	Amz2	41.34084060000004	41340.84060000004	normal
FBXW16	Fbxw16	53.62141800000009	53621.41800000009	normal
PDE4D	Pde4d	79.83047880000031	79830.4788000003	normal
TRIM66	Trim66	135.6514212000005	135651.4212000005	normal
SLC16A6	Slc16a6	66.23534000000025	66235.34000000024	normal
RNF11	Rnf11	17.4576047	17457.6047	normal
SLC16A6	Slc16a6	57.29541860000009	57295.41860000009	normal
DLK1	Dlk1	41.31603399999997	41316.03399999997	normal
RNF11	Rnf11	17.4576047	17457.6047	normal
DLK1	Dlk1	41.31603399999997	41316.03399999997	normal
DLK1	Dlk1	33.28868579999999	33288.68579999999	normal
DLK1	Dlk1	31.116346500000027	31116.34650000003	normal
DLK1	Dlk1	35.806623599999995	35806.62359999999	normal
DLK1	Dlk1	33.1035053	33103.505300000004	normal
DLK1	Dlk1	31.30152700000003	31301.527000000027	normal
TRIM66	Trim66	147.99955750000024	147999.55750000023	normal
TRIM66	Trim66	136.76462630000051	136764.62630000053	normal
ARSG	Arsg	57.43329940000009	57433.29940000009	normal
FBXW19	Fbxw19	53.590992600000085	53590.992600000085	normal
ARSG	Arsg	57.43329940000009	57433.29940000009	normal
PMFBP1	Pmfbp1	119.39917050000065	119399.17050000065	normal
4930522H14RIK	4930522H14Rik	25.707004700000034	25707.004700000034	normal
4930522H14RIK	4930522H14Rik	25.307605700000035	25307.605700000036	normal
RPL27A	Rpl27a	16.605260499999986	16605.260499999986	normal
DENN2B	Denn2b	126.85974560000076	126859.74560000077	normal
DENN2B	Denn2b	82.20803350000045	82208.03350000046	normal
DENN2B	Denn2b	82.20803350000045	82208.03350000046	normal
DENN2B	Denn2b	126.85974560000076	126859.74560000077	normal
ARSG	Arsg	21.77733939999999	21777.33939999999	normal
DHX38	Dhx38	140.62108300000054	140621.08300000054	normal
FBXW15	Fbxw15	53.58530740000006	53585.30740000006	normal
FBXW15	Fbxw15	32.42966240000006	32429.66240000006	normal
CRLF2	Crlf2	37.64221310000006	37642.213100000066	normal
CRLF2	Crlf2	37.79354930000006	37793.54930000006	normal
TXNL4B	Txnl4b	17.01945019999999	17019.450199999992	normal
TXNL4B	Txnl4b	17.01945019999999	17019.450199999992	normal
WIPI1	Wipi1	48.757686600000085	48757.68660000009	normal
VAV3	Vav3	32.661781400000045	32661.781400000044	normal
HP	Hp	38.751853400000066	38751.853400000065	normal
WIPI1	Wipi1	47.795518200000096	47795.51820000009	normal
PDE4D	Pde4d	79.11280020000032	79112.80020000032	normal
WIPI1	Wipi1	32.68594010000005	32685.94010000005	normal
RTL1	Rtl1	199.04542179999981	199045.4217999998	normal
DHODH	Dhodh	42.69948760000005	42699.487600000044	normal
DHODH	Dhodh	30.32537530000004	30325.37530000004	normal
FBXW24	Fbxw24	53.41064040000009	53410.64040000009	normal
PKD1L3	Pkd1l3	236.38652260000018	236386.52260000017	normal
PKD1L3	Pkd1l3	240.26064370000014	240260.64370000013	normal
PKD1L3	Pkd1l3	241.25044300000005	241250.44300000006	normal
FBXW25	Fbxw25	53.33634290000005	53336.34290000005	normal
PRKAR1A	Prkar1a	43.18460850000003	43184.60850000003	normal
PRKAR1A	Prkar1a	19.456932099999985	19456.932099999984	normal
PRKAR1A	Prkar1a	43.18460850000003	43184.60850000003	normal
CDKN2C	Cdkn2c	18.066146699999983	18066.146699999983	normal
CDKN2C	Cdkn2c	18.066146699999983	18066.146699999983	normal
IST1	Ist1	39.46785900000004	39467.85900000004	normal
FAM20A	Fam20a	61.524879100000135	61524.87910000014	normal
5430403G16RIK	5430403G16Rik	77.40749660000036	77407.49660000036	normal
BDNF	Bdnf	29.177214600000013	29177.214600000014	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
FAF1	Faf1	73.86219720000044	73862.19720000043	normal
FBXW18	Fbxw18	54.145282100000074	54145.28210000008	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
NAV3	Nav3	253.02787660000126	253027.87660000127	normal
NAV3	Nav3	247.14791920000116	247147.91920000117	normal
NAV3	Nav3	197.9101656000011	197910.1656000011	normal
PDE4D	Pde4d	76.8161882000003	76816.1882000003	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
BDNF	Bdnf	28.122942900000034	28122.942900000035	normal
AKIP1	Akip1	23.978369400000005	23978.369400000007	normal
ZFP821	Zfp821	30.177205600000008	30177.20560000001	normal
ZFP821	Zfp821	46.82713180000013	46827.131800000134	normal
ZFP821	Zfp821	46.82713180000013	46827.131800000134	normal
BDNF	Bdnf	32.61713230000002	32617.13230000002	normal
BC051019	BC051019	44.483587500000056	44483.58750000005	normal
BC051019	BC051019	44.483587500000056	44483.58750000005	normal
FBXW26	Fbxw26	53.862056100000075	53862.056100000074	normal
ATXN1L	Atxn1l	73.37339660000036	73373.39660000036	normal
ATXN1L	Atxn1l	73.37339660000036	73373.39660000036	normal
ASCL3	Ascl3	20.244898500000005	20244.898500000007	normal
TMEM9B	Tmem9b	22.607163000000003	22607.163000000004	normal
TMEM9B	Tmem9b	14.429590999999983	14429.590999999982	normal
4930522L14RIK	4930522L14Rik	78.47188770000025	78471.88770000025	normal
4930522L14RIK	4930522L14Rik	7.694393899999998	7694.393899999998	normal
NRIP3	Nrip3	27.83472650000004	27834.72650000004	normal
NRIP3	Nrip3	26.878628900000038	26878.62890000004	normal
FBXW27	Fbxw27	24.079724900000034	24079.724900000034	normal
FBXW27	Fbxw27	53.754821000000085	53754.82100000008	normal
AP1G1	Ap1g1	91.72085300000047	91720.85300000047	normal
AP1G1	Ap1g1	91.34946410000045	91349.46410000045	normal
NTNG1	Ntng1	51.843647799999985	51843.647799999984	normal
NTNG1	Ntng1	49.33880839999999	49338.80839999999	normal
NTNG1	Ntng1	53.9310731	53931.0731	normal
NTNG1	Ntng1	60.56533960000005	60565.33960000005	normal
NTNG1	Ntng1	54.21426899999996	54214.26899999996	normal
NTNG1	Ntng1	55.65891129999998	55658.91129999998	normal
NTNG1	Ntng1	54.1162934	54116.2934	normal
NTNG1	Ntng1	60.65338000000005	60653.38000000005	normal
NTNG1	Ntng1	52.124872399999994	52124.87239999999	normal
1700012B07RIK	1700012B07Rik	31.31776600000002	31317.76600000002	normal
1700012B07RIK	1700012B07Rik	30.018410800000005	30018.410800000005	normal
SCUBE2	Scube2	109.92275220000083	109922.75220000083	normal
SCUBE2	Scube2	106.64508760000083	106645.08760000083	normal
SCUBE2	Scube2	88.65464350000057	88654.64350000057	normal
SPINK8	Spink8	11.777556199999994	11777.556199999994	normal
SPINK8	Spink8	10.634479099999991	10634.479099999991	normal
NME6	Nme6	21.77757659999999	21777.57659999999	normal
NME6	Nme6	13.039848499999986	13039.848499999986	normal
NME6	Nme6	21.77757659999999	21777.57659999999	normal
CAMP	Camp	19.453177699999998	19453.177699999997	normal
AP1G1	Ap1g1	5.730503799999998	5730.503799999999	normal
PHLPP2	Phlpp2	149.61285340000055	149612.85340000055	normal
PHLPP2	Phlpp2	145.94565030000047	145945.65030000047	normal
CDC25A	Cdc25a	57.805821400000056	57805.82140000006	normal
CDC25A	Cdc25a	46.218696199999954	46218.696199999955	normal
LIN7C	Lin7c	21.83372	21833.72	normal
DENND5A	Dennd5a	144.12461800000048	144124.61800000048	normal
