protein_id	gene_symbol	mol_weight_kd	mol_weight
Q91YJ5	Mtif2	81.288	81288
Q91YM2	Arhgap35	170.39	170390
Q91YM4	Tbrg4	71.513	71513
Q91YN5	Uap1	58.608	58608
Q91YP0	L2hgdh	50.898	50898
Q91YP2	Nln	80.428	80428
Q91YP3	Dera	34.975	34975
Q91YQ5	Rpn1	68.527	68527
Q91YR1	Twf1	40.079	40079
Q91YR7	Prpf6	106.72	106720
Q91YR9	Ptgr1	35.56	35560
Q91YS8;Q8BW96	Camk1	41.624	41624
Q91YT0	Ndufv1	50.834	50834
Q91YT7;P59326	Ythdf2;Ythdf1	62.279	62279
Q91YW3	Dnajc3	57.463	57463
Q91YX5	Lpgat1	43.088	43088
Q91YY4	Atpaf2	33.289	33289
Q91Z38	Ttc1	33.263	33263
Q91Z53	Grhpr	35.328	35328
Q91Z67	Srgap2	120.8	120800
Q91Z96	Bmp2k	126.18	126180
Q91ZA3	Pcca	79.921	79921
Q91ZE0	Tmlhe	49.609	49609
Q91ZH7	Abhd3	46.232	46232
Q91ZJ5	Ugp2	56.979	56979
Q91ZN5	Slc35b2	47.369	47369
Q91ZP3	Lpin1	102	102000
Q91ZR1	Rab4b	23.629	23629
Q91ZU6	Dst	834.21	834210
Q91ZV0;REV__Q9D9Z1	Mia2	156.46	156460
Q91ZW2	Pofut1	44.688	44688
Q91ZW3;Q6PGB8	Smarca5	121.63	121630
Q91ZX7	Lrp1	504.74	504740
Q91ZZ3	Sncb	14.051	14051
Q920A5	Scpep1	50.964	50964
Q920A7	Afg3l1	87.046	87046
Q920B0;Q8BIE6	Frmd4b;Frmd4a	118.01	118010
Q920B9	Supt16h	119.82	119820
Q920E5	Fdps	40.581	40581
Q920L1	Fads1	52.322	52322
Q920L5	Elovl6	31.61	31610
Q920P5	Ak5	63.322	63322
Q920Q4	Vps16	94.927	94927
Q920Q6;Q61474	Msi2	36.938	36938
Q920Q8	Ivns1abp	71.58	71580
Q920R0	Als2	182.56	182560
Q921C3	Brwd1	259.23	259230
Q921C5	Bicd2	93.39	93390
Q921D9	Grhl1	70.175	70175
Q921F2	Tardbp	44.547	44547
Q921F4	Hnrnpll	64.124	64124
Q921G7	Etfdh	68.09	68090
Q921H8	Acaa1a	43.953	43953
Q921H9	Coa7	25.617	25617
Q921I0	Ormdl1	17.355	17355
Q921I1;CON__Q29443;CON__Q0IIK2	Tf	76.723	76723
Q921I9	Exosc4	26.249	26249
Q921J2	Rheb	20.451	20451
Q921L3	Tmco1	21.175	21175
Q921L5	Cog2	82.039	82039
Q921M3	Sf3b3	135.55	135550
Q921M4;Q9D9W6	Golga2	113.28	113280
Q921M7	Fam49b	36.776	36776
Q921S7	Mrpl37	48.34	48340
Q921T2	Tor1aip1	66.78	66780
Q921U8	Smtn	100.29	100290
Q921V5	Mgat2	51.029	51029
Q921W0	Chmp1a	21.607	21607
Q921W4	Cryzl1	38.725	38725
Q921X9	Pdia5	59.266	59266
Q921Z5	Tnfaip8	22.96	22960
Q922B1	Macrod1	35.294	35294
Q922B2	Dars	57.147	57147
Q922B9	Ssfa2	136.95	136950
Q922D4	Ppp6r3	94.652	94652
Q922D8	Mthfd1	101.2	101200
Q922E4	Pcyt2	45.234	45234
Q922E6	Fastkd2	78.947	78947
Q922F4;CON__ENSEMBL:ENSBTAP00000025008;A2AQ07	Tubb6	50.09	50090
Q922H1	Prmt3	59.902	59902
Q922H4	Gmppa	46.244	46244
Q922J3	Clip1	155.81	155810
Q922K7	Nop2	86.751	86751
Q922P9	Glyr1	59.715	59715
Q922Q1	Mar-02	38.194	38194
Q922Q8	Lrrc59	34.877	34877
Q922Q9	Chid1	44.905	44905
Q922R8	Pdia6	48.1	48100
Q922S4	Pde2a	105.62	105620
Q922U1	Prpf3	77.454	77454
Q922V4	Plrg1	56.937	56937
Q922Y0	Dyrk3	65.571	65571
Q922Y1	Ubxn1	33.572	33572
Q923B0	Ggact	17.08	17080
Q923B6	Steap4	52.993	52993
Q923D2	Blvrb	22.197	22197
Q923D4	Sf3b5	10.119	10119
Q923D5	Wbp11	69.874	69874
Q923G2	Polr2h	17.143	17143
Q923S6	Neurl1	61.777	61777
Q923S9	Rab30	23.058	23058
Q923T9	Camk2g	59.606	59606
Q924C1	Xpo5	136.97	136970
Q924C5	Alpk3	180.2	180200
Q924D0	Rtn4ip1	43.371	43371
Q924L1	Letmd1	41.7	41700
Q924M7	Mpi	46.575	46575
Q924T2	Mrps2	32.313	32313
Q924W5	Smc6	127.2	127200
Q924Y0	Bbox1	44.698	44698
Q924Z4	Cers2	45.024	45024
Q925B0	Pawr	35.908	35908
Q925E7	Ppp2r2d	51.957	51957
Q925I1	Atad3	66.741	66741
Q925J9	Med1	167.14	167140
Q925N0	Sfxn5	37.328	37328
Q925N2	Sfxn2	36.141	36141
Q93092	Taldo1	37.387	37387
Q99020	Hnrnpab	30.831	30831
Q99104	Myo5a	215.54	215540
Q99388	Csprs	24.061	24061
Q99J08	Sec14l2	46.3	46300
Q99J09	Wdr77	36.942	36942
Q99J19	Smim11	6.3446	6344.6
Q99J23	Ghdc	58.507	58507
Q99J27	Slc33a1	61.075	61075
Q99J36	Thumpd1	38.884	38884
Q99J39	Mlycd	54.735	54735
Q99J45	Nrbp1	59.865	59865
Q99J47	Dhrs7b	34.986	34986
Q99J56	Derl1	28.834	28834
Q99J77	Nans	40.024	40024
Q99J83	Atg5	32.402	32402
Q99J93	Ifitm2	15.743	15743
Q99J94	Slco1a6	74.144	74144
Q99J95	Cdk9	42.761	42761
Q99J99	Mpst	33.097	33097
Q99JB2	Stoml2	38.384	38384
Q99JB8	Pacsin3	48.584	48584
Q99JF5	Mvd	44.072	44072
Q99JF8	Psip1	59.696	59696
Q99JG3	Anxa13	35.921	35921
Q99JI4	Psmd6	45.536	45536
Q99JI6	Rap1b	20.825	20825
Q99JP6	Homer3	39.694	39694
Q99JR1	Sfxn1	35.649	35649
Q99JR5	Tinagl1	52.664	52664
Q99JR6	Nmnat3	27.702	27702
Q99JR8;Q6P9Z1	Smarcd2	59.084	59084
Q99JT9	Adi1	21.523	21523
Q99JV5	Stard4	25.579	25579
Q99JW2	Acy1	45.78	45780
Q99JW4	Lims1	37.24	37240
Q99JX3	Gorasp2	47.038	47038
Q99JX4	Eif3m	42.516	42516
Q99JX7	Nxf1	70.299	70299
Q99JY0	Hadhb	51.386	51386
Q99JY3	Gimap4	38.044	38044
Q99JY4	Trabd	42.189	42189
Q99JY8	Ppap2b	35.216	35216
Q99JY9;Q641P0	Actr3	47.357	47357
Q99K01	Pdxdc1	87.334	87334
Q99K23	Ufsp2	52.515	52515
Q99K28	Arfgap2	56.598	56598
Q99K30	Eps8l2	82.228	82228
Q99K41;P39429	Emilin1	107.58	107580
Q99K48;REV__Q8K1N2;REV__Q9Z1D8	Nono	54.54	54540
Q99K51	Pls3	70.741	70741
Q99K67	Aass	102.97	102970
Q99K70;Q7TT45	Rragc;Rragd	44.12	44120
Q99K85	Psat1	40.472	40472
Q99K99		33.916	33916
Q99KB8	Hagh	34.084	34084
Q99KC8	Vwa5a	87.142	87142
Q99KD5	Unc45a	103.45	103450
Q99KE1;Q8BMF3	Me2	65.798	65798
Q99KF1	Tmed9	27.127	27127
Q99KG3	Rbm10	103.49	103490
Q99KG5	Lsr	66.107	66107
Q99KH8;Q99JT2;Q9Z2W1	Stk24;Stk26;Stk25	47.953	47953
Q99KI0	Aco2	85.462	85462
Q99KI3	Emc3	29.98	29980
Q99KJ8	Dctn2	44.116	44116
Q99KK1	Reep3	29.213	29213
Q99KK2	Cmas	48.057	48057
Q99KK7	Dpp3	82.897	82897
Q99KK9	Hars2	56.985	56985
Q99KN2	Ciao1	37.632	37632
Q99KN9	Clint1	68.512	68512
Q99KP3	Cryl1	35.208	35208
Q99KP6	Prpf19	55.238	55238
Q99KQ4	Nampt	55.446	55446
Q99KR3	Lactb2	32.754	32754
Q99KR7	Ppif	21.737	21737
Q99KS6	Adprm	38.947	38947
Q99KU0	Vmp1	45.96	45960
Q99KU6		39.485	39485
Q99KV1	Dnajb11	40.555	40555
Q99KW3	Triobp	223.37	223370
Q99KW9	Itfg1	67.464	67464
Q99KY4	Gak	143.64	143640
Q99L04	Dhrs1	34.005	34005
Q99L13	Hibadh	35.44	35440
Q99L20	Gstt3	27.403	27403
Q99L27;Q9DCZ1	Gmpr2	38.018	38018
Q99L43	Cds2	51.313	51313
Q99L45	Eif2s2	38.092	38092
Q99L47	St13	41.655	41655
Q99L48	Nmd3	57.611	57611
Q99L88	Sntb1	58.081	58081
Q99LB0	Dnttip1	36.852	36852
Q99LB2	Dhrs4	29.884	29884
Q99LB6	Mat2b	37.392	37392
Q99LB7	Sardh	101.68	101680
Q99LC2	Cstf1	48.381	48381
Q99LC3	Ndufa10	40.603	40603
Q99LC5	Etfa	35.009	35009
Q99LC8	Eif2b1	33.816	33816
Q99LC9	Pex6	104.55	104550
Q99LD4	Gps1	53.442	53442
Q99LD8	Ddah2	29.645	29645
Q99LD9	Eif2b2	38.897	38897
Q99LE6	Abcf2	71.781	71781
Q99LF4	Rtcb	55.249	55249
Q99LG0	Usp16	93.433	93433
Q99LH2	Ptdss1	55.603	55603
Q99LI2	Clcc1	60.621	60621
Q99LI7	Cstf3	82.876	82876
Q99LI8	Hgs	86.014	86014
Q99LM2	Cdk5rap3	56.99	56990
Q99LP6;REV__Q3URS9	Grpel1	24.307	24307
Q99LR1	Abhd12	45.269	45269
Q99LT0	Dpy30	11.213	11213
Q99LU0;Q9CQD4;REV__Q8VI21	Chmp1b1;Chmp1b2	22.124	22124
Q99LX0	Park7	20.021	20021
Q99LY9	Ndufs5	12.648	12648
Q99M01	Fars2	52.336	52336
Q99M04	Lias	41.879	41879
Q99M28	Rnps1	34.208	34208
Q99M31	Hspa14	54.65	54650
Q99M51;O55033	Nck1	42.89	42890
Q99M73	Krt84	64.982	64982
Q99M87	Dnaja3	52.443	52443
Q99MD6	Txnrd3	71.318	71318
Q99MD9	Nasp	83.953	83953
Q99ME2	Wdr6	121.9	121900
Q99ME9	Gtpbp4	74.112	74112
Q99MI1	Erc1	128.33	128330
Q99MN1	Kars	67.839	67839
Q99MN9	Pccb	58.408	58408
Q99MP8	Brap	66.99	66990
Q99MR6;REV__Q8K3A0	Srrt	100.45	100450
Q99MR8	Mccc1	79.343	79343
Q99MS7	Ehbp1l1	184.83	184830
Q99MV7	Rnf17	185.6	185600
Q99MY8	Ash1l	331.33	331330
Q99MZ3	Mlxipl	94.874	94874
Q99MZ7	Pecr	32.41	32410
Q99N13	Hdac9	65.686	65686
Q99N28	Cadm3	42.964	42964
Q99N42	Tymp	49.335	49335
Q99N64	GMCL1P1	57.827	57827
Q99N84	Mrps18b	28.702	28702
Q99N85	Mrps18a	22.321	22321
Q99N87	Mrps5	48.206	48206
Q99N89	Mrpl43	20.203	20203
Q99N91	Mrpl34	10.531	10531
Q99N92	Mrpl27	15.944	15944
Q99N93	Mrpl16	28.803	28803
Q99N94	Mrpl9	30.244	30244
Q99N95	Mrpl3	39.109	39109
Q99N96	Mrpl1	37.596	37596
Q99NB8	Ubqln4	63.505	63505
Q99NB9	Sf3b1	145.81	145810
Q99NF1	Bco2	60.142	60142
Q99NH0	Ankrd17	274.21	274210
Q99NH2	Pard3	149.07	149070
Q99P27	Pla2g12b	21.736	21736
Q99P30	Nudt7	26.856	26856
Q99P72	Rtn4	126.61	126610
Q99P88	Nup155	155.12	155120
Q99PE8	Abcg5	73.244	73244
Q99PF4	Cdh23	369.62	369620
Q99PG0	Aadac	45.25	45250
Q99PG2	Ogfr	70.678	70678
Q99PG4	Rgs18	27.61	27610
Q99PI5	Lpin2	99.611	99611
Q99PJ0	Ntm	37.984	37984
Q99PL5	Rrbp1	172.88	172880
Q99PL6	Ubxn6	49.795	49795
Q99PM3	Gtf2a1	41.614	41614
Q99PQ1	Trim12a	33.32	33320
Q99PT1	Arhgdia	23.407	23407
Q99PU5	Acsbg1	80.425	80425
Q99PU8	Dhx30	136.67	136670
Q99PV0	Prpf8	273.61	273610
Q99PW4	Tp53rk	27.393	27393
Q9BCZ4	Vimp	21.509	21509
Q9CPP6	Ndufa5	13.36	13360
Q9CPQ1	Cox6c	8.4689	8468.9
Q9CPQ3	Tomm22	15.537	15537
Q9CPQ8	Atp5l	11.424	11424
Q9CPR1	Rwdd4	21.137	21137
Q9CPR4	Rpl17	21.423	21423
Q9CPR5	Mrpl15	33.541	33541
Q9CPS6	Hint3	18.787	18787
Q9CPT3	Nanp	27.808	27808
Q9CPT4	Mydgf	17.982	17982
Q9CPT5	Nop16	21.139	21139
Q9CPU0	Glo1	20.809	20809
Q9CPU4	Mgst3	16.958	16958
Q9CPV3	Mrpl42	16.493	16493
Q9CPV4	Glod4	33.316	33316
Q9CPV7	Zdhhc6	47.527	47527
Q9CPW2	Fdx1l	18.766	18766
Q9CPW3	Mrpl54	15.422	15422
Q9CPW4	Arpc5	16.288	16288
Q9CPW9	Metap1d	37.262	37262
Q9CPX6	Atg3	35.796	35796
Q9CPX7	Mrps16	15.192	15192
Q9CPX8	Uqcr11	6.5386	6538.6
Q9CPY1	Mrpl51	15.103	15103
Q9CPY7	Lap3	56.141	56141
Q9CPZ1		34.455	34455
Q9CPZ6	Ormdl3	17.476	17476
Q9CPZ8	Cmc1	12.552	12552
Q9CQ02	Commd4	21.86	21860
Q9CQ06	Mrpl24	24.944	24944
Q9CQ10	Chmp3	25.219	25219
Q9CQ19	Myl9	19.854	19854
Q9CQ22	Lamtor1	17.749	17749
Q9CQ26	Stambp	48.513	48513
Q9CQ40	Mrpl49	19.133	19133
Q9CQ48	Nudcd2	17.66	17660
Q9CQ49	Ncbp2	18.017	18017
Q9CQ54	Ndufc2	14.164	14164
Q9CQ56	Use1	30.593	30593
Q9CQ60	Pgls	27.254	27254
Q9CQ62	Decr1	36.213	36213
Q9CQ65	Mtap	31.062	31062
Q9CQ69	Uqcrq	9.7681	9768.1
Q9CQ71	Rpa3	13.584	13584
Q9CQ75	Ndufa2	10.916	10916
Q9CQ79	Txndc9	26.259	26259
Q9CQ80	Vps25	20.747	20747
Q9CQ85	Timm22	20.114	20114
Q9CQ86	Mien1	12.295	12295
Q9CQ88	Tspan31	22.694	22694
Q9CQ89	Cuta	18.865	18865
Q9CQ91	Ndufa3	9.3308	9330.8
Q9CQ92	Fis1	17.008	17008
Q9CQA1	Trappc5	20.795	20795
Q9CQA3	Sdhb	31.814	31814
Q9CQA6	Chchd1	13.608	13608
Q9CQB2	Fam195a	17.871	17871
Q9CQB5	Cisd2	15.242	15242
Q9CQC6	Bzw1	48.043	48043
Q9CQC7	Ndufb4	15.081	15081
Q9CQC9	Sar1b	22.382	22382
Q9CQD1	Rab5a	23.598	23598
Q9CQE1	Nipsnap3b	28.308	28308
Q9CQE3	Mrps17	13.382	13382
Q9CQE7	Ergic3	43.208	43208
Q9CQE8		28.152	28152
Q9CQF0	Mrpl11	20.68	20680
Q9CQF3	Nudt21	26.24	26240
Q9CQF4		27.847	27847
Q9CQF6	Aasdhppt	35.764	35764
Q9CQF8	Mrpl57	11.952	11952
Q9CQF9	Pcyox1	56.494	56494
Q9CQG1	Chac2	20.153	20153
Q9CQG6	Tmem147	25.335	25335
Q9CQH3	Ndufb5	21.71	21710
Q9CQH7	Btf3l4	17.27	17270
Q9CQI3	Gmfb	16.723	16723
Q9CQI6	Cotl1	15.944	15944
Q9CQI7	Snrpb2	25.323	25323
Q9CQJ4	Rnf2	37.623	37623
Q9CQJ6	Denr	22.166	22166
Q9CQJ7	Pttg1	21.725	21725
Q9CQJ8	Ndufb9	21.984	21984
Q9CQK7	Rwdd1	27.785	27785
Q9CQL4	Mrpl20	17.595	17595
Q9CQL5	Mrpl18	20.677	20677
Q9CQL7	Mrfap1	14.194	14194
Q9CQM2;Q99JH8;Q8R1L4	Kdelr2;Kdelr1	24.454	24454
Q9CQM5	Txndc17	14.015	14015
Q9CQM9	Glrx3	37.778	37778
Q9CQN1	Trap1	80.208	80208
Q9CQN3	Tomm6	7.8648	7864.8
Q9CQN6	Tmem14c	11.642	11642
Q9CQN7	Mrpl41	15.261	15261
Q9CQP0	Mrpl33	7.4158	7415.8
Q9CQQ7	Atp5f1	28.948	28948
Q9CQQ8	Lsm7	11.636	11636
Q9CQR2	Rps21	9.1413	9141.3
Q9CQR4	Acot13	15.183	15183
Q9CQR6	Ppp6c	35.159	35159
Q9CQS2	Nop10	7.7059	7705.9
Q9CQS4	Slc25a46	46.224	46224
Q9CQS8	Sec61b	9.9583	9958.3
Q9CQT1	Mri1	39.41	39410
Q9CQT2	Rbm7	30.148	30148
Q9CQT5	Pomp	15.766	15766
Q9CQU0	Txndc12	19.048	19048
Q9CQU3	Rer1	22.988	22988
Q9CQV1	Pam16	13.784	13784
Q9CQV4	Fam134c	51.637	51637
Q9CQV5	Mrps24	18.901	18901
Q9CQV6;Q91VR7	Map1lc3b;Map1lc3a	14.617	14617
Q9CQV7	Dnajc19	12.436	12436
Q9CQV8	Ywhab	28.086	28086
Q9CQW1	Ykt6	22.314	22314
Q9CQW2	Arl8b	21.539	21539
Q9CQW9	Ifitm3	14.954	14954
Q9CQX2	Cyb5b	16.318	16318
Q9CQX8	Mrps36	11.101	11101
Q9CQY1	Atg12	15.207	15207
Q9CQY2	Fam103a1	14.555	14555
Q9CQY5	Magt1	37.969	37969
Q9CQZ0	Ormdl2	17.389	17389
Q9CQZ1	Hsbp1	8.6107	8610.7
Q9CQZ5	Ndufa6	15.283	15283
Q9CQZ6	Ndufb3	11.692	11692
Q9CR00	Psmd9	24.72	24720
Q9CR09	Ufc1	19.481	19481
Q9CR10	Oxld1	22.178	22178
Q9CR13		12.694	12694
Q9CR16	Ppid	40.742	40742
Q9CR20	Ier3ip1	9.0167	9016.7
Q9CR21	Ndufab1	17.37	17370
Q9CR23;Q9JJR8	Tmem9;Tmem9b	20.633	20633
Q9CR24	Nudt8	23.252	23252
Q9CR26	Vta1	33.913	33913
Q9CR27	Ccdc53	21.092	21092
Q9CR29	Ccdc43	25.049	25049
Q9CR39	Wdr45b	38.02	38020
Q9CR41	Hypk	14.679	14679
Q9CR46	Ska2	13.725	13725
Q9CR50	Rchy1	30.014	30014
Q9CR51	Atp6v1g1	13.724	13724
Q9CR56	Nkiras2	21.494	21494
Q9CR57	Rpl14	23.564	23564
Q9CR59	Gadd45gip1	25.82	25820
Q9CR61	Ndufb7	16.331	16331
Q9CR62	Slc25a11	34.155	34155
Q9CR64	Tmem167a	8.0738	8073.8
Q9CR67	Tmem33	28.031	28031
Q9CR68	Uqcrfs1	29.367	29367
Q9CR70	Lage3	15.824	15824
Q9CR86	Carhsp1	16.062	16062
Q9CR88	Mrps14	14.92	14920
Q9CR95	Necap1	29.639	29639
Q9CR98	Fam136a	15.674	15674
Q9CRA4	Msmo1	34.772	34772
Q9CRA5;Q8R088	Golph3	33.752	33752
Q9CRA7	Atp5s	23.275	23275
Q9CRA9	Fgfr1op2	29.374	29374
Q9CRB0	Snx24	19.652	19652
Q9CRB2	Nhp2	17.247	17247
Q9CRB3	Urah	13.559	13559
Q9CRB6	Tppp3	18.965	18965
Q9CRB8	Mtfp1	18.314	18314
Q9CRB9	Chchd3	26.334	26334
Q9CRC0	Vkorc1	17.768	17768
Q9CRC8	Lrrc40	68.075	68075
Q9CRD0	Ociad1	27.61	27610
Q9CRD2	Emc2	34.934	34934
Q9CRT8	Xpot	109.73	109730
Q9CS42	Prps2	34.786	34786
Q9CSH3	Dis3	108.84	108840
Q9CSN1	Snw1	61.475	61475
Q9CSU0	Rprd1b	36.883	36883
Q9CT10	Ranbp3	52.572	52572
Q9CU62	Smc1a	143.23	143230
Q9CV28	Fam188a	49.612	49612
Q9CVB6	Arpc2	34.357	34357
Q9CW03	Smc3	141.55	141550
Q9CW42	Mar-01	37.978	37978
Q9CW79	Golga1	87.337	87337
Q9CWD8	Nubpl	34.139	34139
Q9CWE0	Mtfr1l	31.726	31726
Q9CWF2	Tubb2b	49.953	49953
Q9CWG8	Ndufaf7	48.384	48384
Q9CWI3	Bccip	35.942	35942
Q9CWJ9	Atic	64.217	64217
Q9CWK8	Snx2	58.47	58470
Q9CWL8	Ctnnbl1	64.979	64979
Q9CWM4	Pfdn1	14.254	14254
Q9CWP6	Mospd2	59.854	59854
Q9CWQ0	Dph5	31.218	31218
Q9CWS0	Ddah1	31.381	31381
Q9CWS1	Rnf135	46.461	46461
Q9CWU6	Uqcc1	34.299	34299
Q9CWU9	Nup37	36.731	36731
Q9CWW6	Pin4	13.815	13815
Q9CWX2	Ndufaf1	37.809	37809
Q9CWY8	Rnaseh2a	33.512	33512
Q9CWZ3	Rbm8a	19.889	19889
Q9CWZ7	Napg	34.732	34732
Q9CX00	Ist1	39.468	39468
Q9CX13	Cnih4	16.089	16089
Q9CX30	Yif1b	33.982	33982
Q9CX34	Sugt1	38.158	38158
Q9CX56	Psmd8	39.93	39930
Q9CX80	Cygb	21.465	21465
Q9CX86	Hnrnpa0	30.53	30530
Q9CX98	Cyp2u1	60.577	60577
Q9CXA2	L3hypdh	37.804	37804
Q9CXE7	Tmed5	26.172	26172
Q9CXF0	Kynu	52.325	52325
Q9CXF4	Tbc1d15	76.526	76526
Q9CXI0	Coq5	37.335	37335
Q9CXI3	Moxd1	69.677	69677
Q9CXI5	Manf	20.373	20373
Q9CXJ1	Ears2	58.326	58326
Q9CXJ4	Abcb8	77.999	77999
Q9CXN7	Pbld2	31.983	31983
Q9CXR1	Dhrs7	38.167	38167
Q9CXS4	Cenpv	27.541	27541
Q9CXT8	Pmpcb	54.614	54614
Q9CXV1	Sdhd	17.014	17014
Q9CXW2	Mrps22	41.192	41192
Q9CXW3	Cacybp	26.51	26510
Q9CXW4	Rpl11	20.252	20252
Q9CXY6	Ilf2	43.062	43062
Q9CXY9	Pigk	44.895	44895
Q9CXZ1	Ndufs4	19.784	19784
Q9CY16	Mrps28	20.52	20520
Q9CY18	Snx7	45	45000
Q9CY27	Tecr	36.09	36090
Q9CY34	Ube2f	21.11	21110
Q9CY50	Ssr1	32.065	32065
Q9CY57	Chtop	26.585	26585
Q9CY58	Serbp1	44.714	44714
Q9CY62	Rnf181	19.1	19100
Q9CY64	Blvra	33.524	33524
Q9CY66	Gar1	23.474	23474
Q9CY73	Mrpl44	37.527	37527
Q9CY97	Ssu72	22.517	22517
Q9CYA0	Creld2	38.219	38219
Q9CYC6	Dcp2	48.379	48379
Q9CYG7	Tomm34	34.278	34278
Q9CYH2	Fam213a	24.394	24394
Q9CYI0		44.422	44422
Q9CYI4	Luc7l	43.934	43934
Q9CYN2	Spcs2	24.977	24977
Q9CYR0	Ssbp1	17.319	17319
Q9CYR6	Pgm3	59.452	59452
Q9CYS6		30.32	30320
Q9CYT6	Cap2	52.861	52861
Q9CYV5	Tmem135	52.363	52363
Q9CYW4	Hdhd3	28.027	28027
Q9CYZ2	Tpd52l2	24.043	24043
Q9CYZ6		18.706	18706
Q9CZ04	Cops7a	30.224	30224
Q9CZ13	Uqcrc1	52.851	52851
Q9CZ28	Snf8	28.886	28886
Q9CZ30	Ola1	44.729	44729
Q9CZ42	Carkd	36.717	36717
Q9CZ44	Nsfl1c	40.709	40709
Q9CZ57	Nsun4	42.853	42853
Q9CZ69	Cmtm6	19.824	19824
Q9CZ83	Mrpl55	15.121	15121
Q9CZ92	Cenpp	33.288	33288
Q9CZA6;Q9ERR1	Nde1;Ndel1	38.522	38522
Q9CZB0	Sdhc	18.382	18382
Q9CZC8	Scrn1	46.325	46325
Q9CZD3	Gars	81.877	81877
Q9CZD5	Mtif3	31.739	31739
Q9CZE3;Q8QZZ8	Rab32	25.068	25068
Q9CZG3	Commd8	20.852	20852
Q9CZH3	Psmg3	13.331	13331
Q9CZH8	Ccdc77	57.568	57568
Q9CZJ2	Hspa12b	76.118	76118
Q9CZL5	Pcbd2	14.83	14830
Q9CZM2	Rpl15	24.146	24146
Q9CZN7	Shmt2	55.758	55758
Q9CZN8	Qrsl1	56.782	56782
Q9CZP5	Bcs1l	47.406	47406
Q9CZR8	Tsfm	35.334	35334
Q9CZS1;Q9JHW9	Aldh1b1	57.552	57552
Q9CZU3	Skiv2l2	117.64	117640
Q9CZU4	Eral1	48.186	48186
Q9CZU6	Cs	51.736	51736
Q9CZW4	Acsl3	80.491	80491
Q9CZW5	Tomm70a	67.589	67589
Q9CZX0	Elp3	62.384	62384
Q9CZX8	Rps19	16.085	16085
Q9CZX9	Emc4	20.116	20116
Q9CZY3	Ube2v1	16.355	16355
Q9D009	Lipt2	24.955	24955
Q9D020	Nt5c3a	37.252	37252
Q9D023;G5E869	Mpc2	14.286	14286
Q9D024	Ccdc47	55.843	55843
Q9D051	Pdhb	38.937	38937
Q9D071	Mms19	113.09	113090
Q9D0A3	Arpin	25.193	25193
Q9D0B0	Srsf9	25.661	25661
Q9D0B5	Tstd3	17.271	17271
Q9D0B6	Pbdc1	22.223	22223
Q9D0C4	Trmt5	56.794	56794
Q9D0E1	Hnrnpm	77.648	77648
Q9D0F3	Lman1	57.788	57788
Q9D0F9	Pgm1	61.417	61417
Q9D0G0	Mrps30	49.939	49939
Q9D0I4	Stx17	33.221	33221
Q9D0I8	Mrto4	27.545	27545
Q9D0I9	Rars	75.673	75673
Q9D0J8	Ptms	11.43	11430
Q9D0K1	Pex13	44.609	44609
Q9D0K2	Oxct1	55.988	55988
Q9D0L4	Adck1	59.735	59735
Q9D0L7	Armc10	33.31	33310
Q9D0L8	Rnmt	53.291	53291
Q9D0M0	Exosc7	31.825	31825
Q9D0M1	Prpsap1	39.431	39431
Q9D0M3	Cyc1	35.327	35327
Q9D0M5	Dynll2	10.35	10350
Q9D0P0	Ebpl	23.307	23307
Q9D0Q7	Mrpl45	35.41	35410
Q9D0R2	Tars	83.355	83355
Q9D0R4	Ddx56	61.211	61211
Q9D0R8	Lsm12	21.701	21701
Q9D0R9	Wdr89	42.469	42469
Q9D0S9	Hint2	17.32	17320
Q9D0T1	Nhp2l1	14.173	14173
Q9D0W5	Ppil1	18.237	18237
Q9D103	Ifitm1	11.524	11524
Q9D110	Mthfs	23.201	23201
Q9D125	Mrps25	19.92	19920
Q9D132	Upk1a	28.853	28853
Q9D142	Nudt14	24.443	24443
Q9D154;Q8VHP7;Q5SV42;Q9JK88	Serpinb1a	42.574	42574
Q9D162	Ccdc167	11.475	11475
Q9D164	Fxyd6	10.374	10374
Q9D168	Ints12	48.568	48568
Q9D172	D10Jhu81e	28.09	28090
Q9D173	Tomm7	6.1773	6177.3
Q9D187	Fam96b	17.667	17667
Q9D1A2	Cndp2	52.767	52767
Q9D1B9	Mrpl28	30.169	30169
Q9D1C3	Pyurf	12.506	12506
Q9D1C8	Vps28	25.452	25452
Q9D1D4	Tmed10	24.911	24911
Q9D1E6	Tbcb	27.385	27385
Q9D1F4	Akt1s1	27.483	27483
Q9D1G1	Rab1b	22.187	22187
Q9D1G2	Pmvk	21.916	21916
Q9D1G5	Lrrc57	26.76	26760
Q9D1H6	Ndufaf4	20.082	20082
Q9D1H7	Get4	36.525	36525
Q9D1H8	Mrpl53	12.737	12737
Q9D1H9	Mfap4	28.937	28937
Q9D1I5	Mcee	19.017	19017
Q9D1I6	Mrpl14	15.874	15874
Q9D1J1	Necap2	28.598	28598
Q9D1J3	Sarnp	23.532	23532
Q9D1K2	Atp6v1f	13.37	13370
Q9D1K7		19.476	19476
Q9D1L9	Lamtor5	9.6418	9641.8
Q9D1M0	Sec13	35.565	35565
Q9D1M4	Eef1e1	19.859	19859
Q9D1M7	Fkbp11	22.137	22137
Q9D1N9	Mrpl21	23.366	23366
Q9D1P0	Mrpl13	20.677	20677
Q9D1P4	Chordc1	37.35	37350
Q9D1Q4	Dpm3	10.139	10139
